Age,Sex,Job,Housing,Saving Accounts,Checking Account,Credit Amount,Duration,Purpose,Age Group,Risk Exposure Tiers
29,Male,2,Rent,Unknown,Unknown,7166,42,Radio/Tv,Young Adult,High Exposure
40,Male,1,Own,Little,Little,3939,11,Car,Middle-Aged,Medium Exposure
22,Male,2,Own,Moderate,Moderate,1514,15,Repairs,Young Adult,Medium Exposure
43,Male,1,Own,Little,Unknown,7393,24,Car,Middle-Aged,High Exposure
29,Female,0,Rent,Little,Little,1193,24,Car,Young Adult,Low Exposure
36,Male,2,Rent,Little,Little,7297,60,Business,Middle-Aged,High Exposure
33,Female,2,Own,Little,Unknown,2831,30,Radio/Tv,Middle-Aged,Medium Exposure
57,Female,1,Own,Quite Rich,Rich,1258,24,Radio/Tv,Senior,Low Exposure
64,Female,2,Own,Little,Moderate,753,6,Radio/Tv,Senior,Low Exposure
42,Male,2,Own,Unknown,Moderate,2427,18,Business,Middle-Aged,Medium Exposure
47,Male,1,Own,Little,Unknown,2538,24,Car,Middle-Aged,Medium Exposure
25,Male,2,Rent,Moderate,Moderate,1264,15,Car,Young Adult,Low Exposure
49,Male,2,Own,Little,Moderate,8386,30,Furniture/Equipment,Middle-Aged,High Exposure
33,Male,3,Rent,Little,Unknown,4844,48,Business,Middle-Aged,High Exposure
28,Female,3,Own,Moderate,Rich,2923,21,Car,Young Adult,Medium Exposure
26,Male,2,Own,Little,Little,8229,36,Car,Young Adult,High Exposure
30,Male,1,Own,Little,Unknown,2028,24,Furniture/Equipment,Young Adult,Medium Exposure
25,Female,2,Rent,Little,Little,1433,15,Furniture/Equipment,Young Adult,Low Exposure
33,Male,2,Own,Little,Rich,6289,42,Business,Middle-Aged,High Exposure
64,Female,2,Own,Moderate,Unknown,1409,13,Radio/Tv,Senior,Low Exposure
29,Male,3,Free,Little,Little,6579,24,Car,Young Adult,High Exposure
48,Male,1,Own,Little,Moderate,1743,24,Radio/Tv,Middle-Aged,Medium Exposure
37,Male,1,Own,Unknown,Unknown,3565,12,Education,Middle-Aged,Medium Exposure
34,Male,1,Own,Moderate,Unknown,1569,15,Radio/Tv,Middle-Aged,Medium Exposure
23,Male,1,Rent,Unknown,Little,1936,18,Radio/Tv,Young Adult,Medium Exposure
30,Male,3,Own,Little,Little,3959,36,Furniture/Equipment,Young Adult,Medium Exposure
50,Male,2,Own,Unknown,Unknown,2390,12,Car,Middle-Aged,Medium Exposure
31,Female,1,Own,Little,Unknown,1736,12,Furniture/Equipment,Middle-Aged,Medium Exposure
40,Male,3,Own,Little,Little,3857,30,Car,Middle-Aged,Medium Exposure
38,Male,2,Own,Little,Unknown,804,12,Radio/Tv,Middle-Aged,Low Exposure
23,Male,2,Free,Little,Little,1845,45,Radio/Tv,Young Adult,Medium Exposure
27,Male,2,Own,Moderate,Moderate,4576,45,Car,Young Adult,High Exposure
